% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=903023, Mon Aug  5 02:51:50 2024, <python>{}</python>
14 56 0.04408115620646496 1.0 -1.1372700249276846 -1.1372698206559864e+00 -1.137253719533969 -1.137212757598121 3.28412468735273e-05   
15 60 0.029088404942455577 1.0 -1.1372701287386278 -1.1372701287386278e+00 -1.137232505551957 -1.1372297184588425 3.6639729906084995e-05   
16 64 0.021576218754834044 1.0 -1.1372701287386278 -1.1372701266978411e+00 -1.1372609622434646 -1.1372531527439647 8.74079396218086e-06   
17 68 0.013755596229749333 1.0 -1.1372701287386278 -1.1372698026419146e+00 -1.1372677373608853 -1.1372664097976508 2.4796537716476053e-06   
18 72 0.00977022252373643 1.0 -1.1372701646612333 -1.1372701646612333e+00 -1.1372699243151867 -1.137269284825346 5.479356295357007e-07   
19 76 0.006378124773711645 1.0 -1.1372701646612333 -1.1372701008178920e+00 -1.1372699165110438 -1.1372698248623825 2.2316398928801107e-07   
20 80 0.005864690837640082 1.0 -1.1372701646612333 -1.1372701536988576e+00 -1.1372701315181943 -1.137270046570683 5.875981767822225e-08   
21 84 0.00450798156686105 1.0 -1.1372701646612333 -1.1372701305476891e+00 -1.137270097164374 -1.1372696937750064 2.2342818573051204e-07   
22 88 0.003344232564442808 1.0 -1.1372701719949978 -1.1372701719949978e+00 -1.1372701654463397 -1.1372701545675068 1.1405031585809411e-08   
23 92 0.0024957290752906916 1.0 -1.1372701745873834 -1.1372701745873834e+00 -1.13727015782378 -1.1372701542101893 1.7390324291710613e-08   
24 96 0.001694412102757267 1.0 -1.1372701746540812 -1.1372701746540812e+00 -1.137270135106127 -1.1372701325164238 4.0699218661899295e-08   
25 100 0.0014841958831729772 1.0 -1.1372701746540812 -1.1372701740741769e+00 -1.1372701729370684 -1.1372701727022114 8.906910764494569e-10   
26 104 0.0009212781129679376 1.0 -1.1372701746540812 -1.1372701744485691e+00 -1.1372701721784002 -1.1372701694019751 3.301529716281948e-09   
27 108 0.0010351618379401562 1.0 -1.1372701746540812 -1.1372701746274076e+00 -1.137270174458386 -1.1372701733550892 6.671174723749118e-10   
28 112 0.0010889684986517029 1.0 -1.1372701746540812 -1.1372701745028022e+00 -1.1372701738236928 -1.1372701725791683 1.164298879530179e-09   
29 116 0.0013538394667710904 1.0 -1.1372701746540812 -1.1372701743621794e+00 -1.137270171928941 -1.1372701705198587 2.9196707274081746e-09   
30 120 0.0010073984089521526 1.0 -1.1372701746558185 -1.1372701746558185e+00 -1.137270173883965 -1.137270171843226 1.4793779534727491e-09   
31 124 0.0006511430881680421 1.0 -1.1372701746558185 -1.1372701746545146e+00 -1.1372701745616014 -1.1372701741661846 2.778288710203469e-10   
32 128 0.0006351926410730272 1.0 -1.1372701746558185 -1.1372701745840812e+00 -1.1372701745391658 -1.1372701744699838 6.811218256075335e-11   
33 132 0.00047374741779589077 1.0 -1.137270174657476 -1.1372701746574760e+00 -1.1372701746011677 -1.1372701744738143 9.373701814752167e-11   
34 136 0.0004982988615255158 1.0 -1.1372701746579388 -1.1372701746579388e+00 -1.137270174565011 -1.1372701743222422 2.0841239845026394e-10   
35 140 0.0003206443368212506 1.0 -1.1372701746605285 -1.1372701746605285e+00 -1.1372701746140677 -1.1372701744783105 1.0006528938788506e-10   
36 144 0.00022239364956125394 1.0 -1.1372701746605285 -1.1372701746604914e+00 -1.1372701746574725 -1.1372701746559364 3.361089184750199e-12   
37 148 0.00015386432521223456 1.0 -1.1372701746605285 -1.1372701746605118e+00 -1.1372701746507556 -1.1372701746479805 1.0832446051267652e-11   
38 152 0.00010137647794545383 1.0 -1.1372701746608962 -1.1372701746608962e+00 -1.1372701746591334 -1.1372701746590204 1.6158185900394528e-12   
39 156 6.882610080096069e-05 1.0 -1.1372701746609035 -1.1372701746609035e+00 -1.137270174659782 -1.1372701746593932 1.27675647831893e-12   
40 160 5.0606391751267774e-05 1.0 -1.1372701746609035 -1.1372701746608918e+00 -1.137270174660719 -1.137270174660424 2.9243274468626623e-13   
41 164 3.803290944953704e-05 1.0 -1.1372701746609035 -1.1372701746609029e+00 -1.1372701746607394 -1.1372701746604401 2.9265478929119126e-13   
42 168 2.3391864490082513e-05 1.0 -1.1372701746609035 -1.1372701746609015e+00 -1.1372701746608893 -1.1372701746607654 7.416289804496046e-14   
43 172 2.0554591571953048e-05 1.0 -1.1372701746609035 -1.1372701746609029e+00 -1.1372701746609002 -1.1372701746608944 4.440892098500626e-15   
44 176 1.3347797348766446e-05 1.0 -1.137270174660904 -1.1372701746609040e+00 -1.137270174660903 -1.1372701746609002 1.7763568394002505e-15   
45 180 1.6004521694232232e-05 1.0 -1.137270174660904 -1.1372701746609029e+00 -1.1372701746608964 -1.1372701746608964 4.6629367034256575e-15   
46 184 1.687997457364787e-05 1.0 -1.137270174660904 -1.1372701746609031e+00 -1.1372701746608962 -1.1372701746608858 1.176836406102666e-14   
47 188 1.1614651836372695e-05 1.0 -1.137270174660904 -1.1372701746609037e+00 -1.1372701746608993 -1.137270174660899 4.440892098500626e-15   
48 192 7.456120948950158e-06 1.0 -1.137270174660904 -1.1372701746609037e+00 -1.1372701746609026 -1.1372701746609026 8.881784197001252e-16   
49 196 4.6666995244304224e-06 1.0 -1.137270174660904 -1.1372701746609037e+00 -1.1372701746609033 -1.137270174660903 4.440892098500626e-16   
