% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=903023, Mon Aug  5 02:51:50 2024, <python>{}</python>
1 4 1.4119984612670555 1.0 -1.1029327460005958 -1.1029327460005958e+00 -0.04975515890679588 -0.03949834560980087 0.7144485303089803   
2 8 1.5292912882761953 1.0 -1.1029327460005958 -9.6474243912814439e-01 -0.772869818241716 0.381493537995354 0.6837405718406087   
3 12 0.9411914189987438 1.0 -1.1243111724962171 -1.1243111724962171e+00 -0.7932219880024776 0.35719107884012435 0.7619123219498558   
4 16 0.7761619232267686 1.0 -1.1349510691410394 -1.1349510691410394e+00 -1.0758994301231637 -0.6897594634473583 0.2265691943984337   
5 20 0.5376173761660727 1.0 -1.136607071089847 -1.1366070710898470e+00 -1.1030061122978558 -1.0762696244648036 0.04144746333826621   
6 24 0.35287162700419084 1.0 -1.136607071089847 -1.1312718359500584e+00 -1.060097360862528 -1.0564398448226726 0.0647224685684551   
7 28 0.22805526804431603 1.0 -1.136607071089847 -1.1310956491190041e+00 -1.1136361233573833 -1.1051805268672055 0.01604271566999782   
8 32 0.21437080084489776 1.0 -1.1369545825758562 -1.1369545825758562e+00 -1.1325858853209732 -1.1267932445068682 0.00608942008203317   
9 36 0.17739464635520594 1.0 -1.1369545825758562 -1.1357161600183414e+00 -1.1289073150148403 -1.1288132459480884 0.004358670960657118   
10 40 0.1489493623606164 1.0 -1.1372511486895531 -1.1372511486895531e+00 -1.1346978457024786 -1.1308841816913364 0.003881535264684377   
11 44 0.10065762959754238 1.0 -1.1372511486895531 -1.1370268960210033e+00 -1.1368657894768548 -1.1361998848603934 0.00048398923840409225   
12 48 0.08030737524182771 1.0 -1.1372700249276846 -1.1372700249276846e+00 -1.1371724343002654 -1.136906690124584 0.00021943805321589238   
13 52 0.05088359974303038 1.0 -1.1372700249276846 -1.1372441977072152e+00 -1.137192801172415 -1.1364949713996406 0.00037857422045628475   
