% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=903023, Mon Aug  5 02:51:50 2024, <python>{}</python>
1 4 1.4119984612670555 0 0 1.2610839491936765
2 8 1.5292912882761953 0 0 1.3536826721463298
3 12 0.9411914189987438 0 0 0.7153827577843962
4 16 0.7761619232267686 0 0 0.5266743964177379
5 20 0.5376173761660727 0 0 0.31312574240997776
6 24 0.35287162700419084 0 0 0.17764997775368918
7 28 0.22805526804431603 0 0 0.10075135616859647
8 32 0.21437080084489776 0 0 0.08848616289796483
9 36 0.17739464635520594 0 0 0.06668193415448351
10 40 0.1489493623606164 0 0 0.05069843436779067
11 44 0.10065762959754238 0 0 0.02954064475607693
12 48 0.08030737524182771 0 0 0.02081707097577376
13 52 0.05088359974303038 0 0 0.011348870125429136
14 56 0.04408115620646496 0 0 0.008852358133912167
15 60 0.029088404942455577 0 0 0.005019362009178105
16 64 0.021576218754834044 0 0 0.003257287013764063
17 68 0.013755596229749333 0 0 0.0017796269403611864
18 72 0.00977022252373643 0 0 0.0010901383111765392
19 76 0.006378124773711645 0 0 0.0006118683922806749
20 80 0.005864690837640082 0 0 0.0005200654401053355
21 84 0.00450798156686105 0 0 0.00035234945124715315
22 88 0.003344232564442808 0 0 0.00022836017743722812
23 92 0.0024957290752906916 0 0 0.00014784488170266436
24 96 0.001694412102757267 0 0 8.594324580664297e-05
25 100 0.0014841958831729772 0 0 6.788292867423826e-05
26 104 0.0009212781129679376 0 0 3.6050807671852856e-05
27 108 0.0010351618379401562 0 0 4.040212132918427e-05
28 112 0.0010889684986517029 0 0 3.999583491635779e-05
29 116 0.0013538394667710904 0 0 5.348940852023088e-05
30 120 0.0010073984089521526 0 0 3.556771914931938e-05
31 124 0.0006511430881680421 0 0 1.9666343799655033e-05
32 128 0.0006351926410730272 0 0 1.7940017605373706e-05
33 132 0.00047374741779589077 0 0 1.1786400436578694e-05
34 136 0.0004982988615255158 0 0 1.192068655655587e-05
35 140 0.0003206443368212506 0 0 6.628114992436699e-06
36 144 0.00022239364956125394 0 0 3.953116709222249e-06
37 148 0.00015386432521223456 0 0 2.360187782331417e-06
38 152 0.00010137647794545383 0 0 1.3328734037645213e-06
39 156 6.882610080096069e-05 0 0 7.7577885037894e-07
40 160 5.0606391751267774e-05 0 0 4.937468151789545e-07
41 164 3.803290944953704e-05 0 0 3.251760390466434e-07
42 168 2.3391864490082513e-05 0 0 1.70633982391728e-07
43 172 2.0554591571953048e-05 0 0 1.3635355411707433e-07
44 176 1.3347797348766446e-05 0 0 7.561453184368387e-08
45 180 1.6004521694232232e-05 0 0 9.319856642604872e-08
46 184 1.687997457364787e-05 0 0 9.895216940601704e-08
47 188 1.1614651836372695e-05 0 0 5.9055558203683234e-08
48 192 7.456120948950158e-06 0 0 3.244605443832477e-08
49 196 4.6666995244304224e-06 0 0 1.7330443864964227e-08
49 196 4.6666995244304224e-06 0 0 1.7330443864964227e-08
