% # columns="iter, evals, sigma, 0, fitness, xbest" seed=903023, Mon Aug  5 02:51:50 2024, <python>{}</python>
1 4 1.4119984612670555 0 -1.1029327460005958 -0.5186145756198721
2 8 1.5292912882761953 0 -0.9647424391281444 0.43934188015817854
3 12 0.9411914189987438 0 -1.1243111724962171 -0.04685774660893782
4 16 0.7761619232267686 0 -1.1349510691410394 -0.3018936246135981
5 20 0.5376173761660727 0 -1.136607071089847 -0.26663869575396376
6 24 0.35287162700419084 0 -1.1312718359500584 -0.10425272576640686
7 28 0.22805526804431603 0 -1.131095649119004 -0.10247341031428533
8 32 0.21437080084489776 0 -1.1369545825758562 -0.25407700482147844
9 36 0.17739464635520594 0 -1.1357161600183414 -0.28814571126276634
10 40 0.1489493623606164 0 -1.1372511486895531 -0.2192760940363782
11 44 0.10065762959754238 0 -1.1370268960210033 -0.20160479466121695
12 48 0.08030737524182771 0 -1.1372700249276846 -0.22552768272005672
13 52 0.05088359974303038 0 -1.1372441977072152 -0.21812029750815853
14 56 0.04408115620646496 0 -1.1372698206559864 -0.22707202762919312
15 60 0.029088404942455577 0 -1.1372701287386278 -0.22579923270188398
16 64 0.021576218754834044 0 -1.137270126697841 -0.22579182522927368
17 68 0.013755596229749333 0 -1.1372698026419146 -0.2270955410395667
18 72 0.00977022252373643 0 -1.1372701646612333 -0.22629353847022501
19 76 0.006378124773711645 0 -1.137270100817892 -0.2265636468962891
20 80 0.005864690837640082 0 -1.1372701536988576 -0.2259085580802011
21 84 0.00450798156686105 0 -1.137270130547689 -0.22580593794070739
22 88 0.003344232564442808 0 -1.1372701719949978 -0.22605506063261369
23 92 0.0024957290752906916 0 -1.1372701745873834 -0.22614975103790091
24 96 0.001694412102757267 0 -1.1372701746540812 -0.22613215758573416
25 100 0.0014841958831729772 0 -1.1372701740741769 -0.22617436163565127
26 104 0.0009212781129679376 0 -1.1372701744485691 -0.22615918337687094
27 108 0.0010351618379401562 0 -1.1372701746274076 -0.22612716325956772
28 112 0.0010889684986517029 0 -1.1372701745028022 -0.22611649012253363
29 116 0.0013538394667710904 0 -1.1372701743621794 -0.2261634486131737
30 120 0.0010073984089521526 0 -1.1372701746558185 -0.22613981222651397
31 124 0.0006511430881680421 0 -1.1372701746545146 -0.22614024093083399
32 128 0.0006351926410730272 0 -1.1372701745840812 -0.2261500506338236
33 132 0.00047374741779589077 0 -1.137270174657476 -0.22613917743294246
34 136 0.0004982988615255158 0 -1.1372701746579388 -0.22613355770493201
35 140 0.0003206443368212506 0 -1.1372701746605285 -0.2261353026663269
36 144 0.00022239364956125394 0 -1.1372701746604914 -0.2261352559411702
37 148 0.00015386432521223456 0 -1.1372701746605118 -0.2261372501354188
38 152 0.00010137647794545383 0 -1.1372701746608962 -0.22613612703847416
39 156 6.882610080096069e-05 0 -1.1372701746609035 -0.22613630016517441
40 160 5.0606391751267774e-05 0 -1.1372701746608918 -0.22613609084892514
41 164 3.803290944953704e-05 0 -1.1372701746609029 -0.22613630901314788
42 168 2.3391864490082513e-05 0 -1.1372701746609015 -0.22613620276775565
43 172 2.0554591571953048e-05 0 -1.1372701746609029 -0.2261363194579185
44 176 1.3347797348766446e-05 0 -1.137270174660904 -0.22613627893755436
45 180 1.6004521694232232e-05 0 -1.1372701746609029 -0.22613620891608244
46 184 1.687997457364787e-05 0 -1.137270174660903 -0.22613630387708109
47 188 1.1614651836372695e-05 0 -1.1372701746609037 -0.2261362609462654
48 192 7.456120948950158e-06 0 -1.1372701746609037 -0.22613625467045134
49 196 4.6666995244304224e-06 0 -1.1372701746609037 -0.22613625939579596
49 196 4.6666995244304224e-06 0 -1.1372701746609037 -0.22613625939579596
